No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,image,gender
863,HRMN-0863,Santorini,Naisday,111000,30,XDP,"Mandarin, Galbanum, Ylang","Tuberose, White Floral, Orange Flower","Vanilla, Tonka Bean, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/7/00246828-ddb5-4966-8d33-1a7b5b2862b6.png,Unisex
864,HRMN-0864,Morning X,Naisday,108000,30,XDP,"Orange, Grapefruit, Bergamot, Pink Pepper","Muguet, Heliotrope, Jasmine","Vanilla, Sandalwood, Vetiver, Patchouli",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/28/471fd004-bd15-45cc-81ab-a9b1b996eec5.png,Unisex
865,HRMN-0865,O.N.S,Naisday,106000,30,XDP,"Bergamot, Mandarin, Carrot Seeds, Almond","Jasmine, White Floral, Rose, Petalia","Cocoa Butter, Tonka Bean, Coffe, Mocha, Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/2/18/ad9ffd2b-d792-4bab-9ea4-3aa69b689c04.png,Unisex
866,HRMN-0866,Dance Floor,Naisday,110000,30,XDP,"Green, Bergamot, Coconut",Jasmine,Vanila,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/7/df32e87a-b801-4529-bbec-18d0b997d8bc.png,Female
867,HRMN-0867,Dans,Sciesa,300000,50,EDP,"Anise, Grapefruit","Rose, Patchouli",White Musk,Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/6/410ff5f6-dee1-4a2b-abf7-1d72a5f9e7d6.jpg.webp?ect=4g,Unisex
868,HRMN-0868,Corso,Sciesa,390000,50,EDP,Lemon,"Plum, Rose, Saffron","Vanilla, Dry Wood",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/6/860caff5-17da-4eff-bb62-10944176bf03.jpg.webp?ect=4g,Unisex
869,HRMN-0869,Ives,Gauri,80000,30,EDP,Floral,Floral,Vanilla,Day,https://down-id.img.susercontent.com/file/id-11134207-7rasb-m1qzkiakjj5l8f@resize_w450_nl.webp,Female
870,HRMN-0870,Grania,Gauri,80000,30,EDP,"Black Currant, Green Mandarin, Lavender, Mandarin Orange, Petitgrain","Neroli, Rose, Patchouli, Oakmoss, Orange Blossom, Jasmine","White Musk, Madagascar Vanilla, Cedar, Ambergris",Night,https://down-id.img.susercontent.com/file/id-11134207-7qul7-lipm4ixgug6z88@resize_w450_nl.webp,Unisex
871,HRMN-0871,ILEANA,Gauri,80000,30,EDP,"Plum, Ozonic, Grapefruit, Bergamot","Hazelnut, Honey, Cedar, Cashmere Wood, Jasmine, Orange Blossom","Amberwood, Patchouli, Oakmoss, Vetiver",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7quky-lipmppt6no2h9b@resize_w450_nl.webp,Male
872,HRMN-0872,ALENA,Gauri,80000,30,EDP,"Green Notes, Orange","Jasmine Sambac, Honeysuckle, Tuberose","Vanilla, Sandalwood, Oris Root",Day,https://down-id.img.susercontent.com/file/id-11134207-7qul7-lipm4ixh02gr3a@resize_w450_nl.webp,Female
873,HRMN-0873,ULICIA,Gauri,80000,30,EDP,"Bulgarian Rose, Hawthorn, Black Currant, Mandarin Orange, Petitgrain","Parma Violet, Opoponax, Jasmine, Lavender, Orange Blossom","White Musk, Incense, Madagascar Vanilla, Cedar, Ambergris",Night,https://down-id.img.susercontent.com/file/id-11134207-7qula-lipm4ixh5oqj99@resize_w450_nl.webp,Female
874,HRMN-0874,ALLURE,Gauri,80000,30,EDP,Rum,Vanilla,Musk,Night,https://down-id.img.susercontent.com/file/id-11134207-7rasb-m1qyza6qrarf6e@resize_w450_nl.webp,Unisex
875,HRMN-0875,RAELYNN,Gauri,80000,30,EDP,Floral,Citrus,-,Day,https://down-id.img.susercontent.com/file/id-11134207-7rasg-m1qzfzwo7otbc7@resize_w450_nl.webp,Female
876,HRMN-0876,REANNA,Gauri,80000,30,EDP,"Calabrian Bergamot, Orange, Grapefruit","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, Elemi","Ambroxan, Cedar, Labdanum, Leather, Tonka Bean, Styrax, Musk",Versatile,https://down-id.img.susercontent.com/file/id-11134207-7quky-lipmppt6i1sped@resize_w450_nl.webp,Male
877,HRMN-0877,ULYSSES,Gauri,80000,30,EDP,Citrus,Amber,Warm Spices,Day,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m1qzfzwo6api25@resize_w450_nl.webp,Male
878,HRMN-0878,GAELLE,Gauri,80000,30,EDP,Citrus,Fresh Spices,Rose,Day,https://down-id.img.susercontent.com/file/id-11134207-7rasf-m1qyza6qpw6z5b@resize_w450_nl.webp,Male
879,HRMN-0879,Salvia,Euodia,799000,100,EDP,"Orange, Pine",Clary Sage,"Guaiacwood, Patchouli",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2021/1/7/6c187a8c-6e17-4b8e-b110-1843588cf89e.jpg,Male
880,HRMN-0880,Iridace,Euodia,799000,100,EDP,"Orange, Mandarin","Orris Extract, Carrot Seed, Jasmine","Vanila, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2021/1/7/ed1ee872-92b1-4aef-b2e7-abd1a4014d6f.jpg,Female
881,HRMN-0881,Nicotiana,Euodia,799000,100,EDP,"Bergamot, Fig, Bay Leaf","Cedarwood, Vetiver, Musk","Hay, Tobacco",Day,https://images.tokopedia.net/img/cache/900/product-1/2020/10/7/47691853/47691853_0ee4d6e1-20ac-4d40-9d36-04747d2b5913_1181_1181,Male
882,HRMN-0882,Gerania,Euodia,799000,100,EDP,"Bergamot, Mandarin","Geranium, Palmarosa","Clove, Eucalyptus",Day,https://images.tokopedia.net/img/cache/900/product-1/2020/10/7/47691853/47691853_0c5f7a5e-d284-4945-899e-c7cec9cfeec2_1181_1181,Male
883,HRMN-0883,Freese,Euodia,799000,100,EDP,"Petigran, Mandarin, Pepper","Freesia, Neroli","Patchouli, Musk",Day,https://images.tokopedia.net/img/cache/900/product-1/2020/10/7/47691853/47691853_b03796ef-d4ef-440b-b007-89fb36f1ec40_1181_1181,Male
884,HRMN-0884,VIP Men,Avicenna,439000,100,EDT,"Nutmeg, Pink Pepper, Saffron","Rose, Tonka Bean, Gardenia","Labdanum, Blond Woods, Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/2f505ba2f47f420a9643a43d369df976~.jpeg,Male
885,HRMN-0885,Starburst,Avicenna,168350,50,EDP,"Coffee, Orange Blossom","Jasmine Sambac, Bitter Almond","Vanilla, Cashmere Wood",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a57770dbfbdf49d7a255c195ba952145~.jpeg,Female
886,HRMN-0886,VIP Women,Avicenna,155400,50,EDP,"Pear, Peach, Melon, Blackcurrant","Ylang-Ylang, Lily Of The Valley, Rose","Lactonic, Sandalwood, Musky",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/7/26/bd1e23cb-0738-4e49-af32-c4156b1702f3.jpg,Female
887,HRMN-0887,Wild Men,Avicenna,179550,100,EDT,Citrus,"Geranium, Lavender","Amber, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/7efee6a83cf14bf2abc1c07b29589d76~.jpeg,Male
888,HRMN-0888,Adventure,Avicenna,239400,100,EDT,"Bergamot, Pink Pepper, Grapefruit","Lavender, Cardamom, Aquatic","Blonde Woods, Oak Moss, Cashmere, White Musk",Day,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/6944d38685a140629f3de6796861da8b~.jpeg,Male
889,HRMN-0889,Lumiere,Avicenna,224400,100,EDP,"Honey Dew Melon, Green Apple, Lemon","Rose, Viole, Orange Blossom","Musk, Patchoulli, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/14663083c5d84bd28d2efd47954e75dc~.jpeg,Female
890,HRMN-0890,Eclat,Avicenna,263400,100,EDT,"Citrus, Watery","Grapefruit, Aromatic, Jasmine","Woody, Amber, Tonka Bean",Versatile,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/4c0c0bd6434b46c48541c49b961ab6dd~.jpeg,Male
891,HRMN-0891,La Femme,Avicenna,263400,100,EDP,"Lemon, Grapefruit, Apple, Pear","Lilly, Jasmine, Rose, Violet","Sandalwood, Amber, Vanilla, Musk",Versatile,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/18a08094ed094ab2b8a445398945dacd~.jpeg,Female
892,HRMN-0892,Miracle,Avicenna,263400,100,EDP,"Red Fruits, Orange, Pepper","Jasmine, Rose, Violet","Vanilla, Powdery, Musk, Caramel",Night,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/450f13ce01344b01972650b09fd0bc30~.jpeg,Female
893,HRMN-0893,Summer Bloom,Azwary Perfume,180000,50,EDP,"Jasmine, Grapefruit, Freesia","Tuberose, Rose","Musk, Cashmere",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/9a03258c-15a4-470e-b72b-1b1719bc99a3.png,Female
894,HRMN-0894,Sexy Blue,Azwary Perfume,250000,50,EDP,"Red Apple, Peach, Red Pepper","Jasmine, Rose","Musk, Amber, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/96555d9b-1703-4256-a2ea-d70717ce675e.png,Female
895,HRMN-0895,Senorita,Azwary Perfume,375000,50,EDP,"Green Apple, Papaya Blossom, Strawberry","Nutmeg, Lychee, Yuzu","Mint, Pine",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/77ca3f99-2893-453b-bc14-285a100d90be.png,Female
896,HRMN-0896,Royal Essenza,Azwary Perfume,450000,50,EDP,"Pomelo, Bergamot, Freesia","Pomegranate, Pineapple, Watermelon","Sandalwood, Cedar, White Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/4c155cf8-72ed-4fbb-ad96-5e962b7ed192.png,Female
897,HRMN-0897,Guardian Woman,Azwary Perfume,375000,50,EDP,"Melon, Apple, Peach","Freesia, Jasmine, Tuberose","Musk, Ylang-Ylang, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/1ceb53af-b4e8-4ac1-b51a-a101f57198bb.png,Female
898,HRMN-0898,Calista,Azwary Perfume,450000,50,EDP,"Red Pepper, Nutmeg, Plum, Apple","Freesia, Peony, Jasmine","Musk, Amber, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/e5a09cc8-b8c3-45bc-a093-e2afb86ff4ae.png,Female
899,HRMN-0899,Alexandria,Azwary Perfume,625000,50,EDP,"Rose, Black Currant, Pear","Violet, Jasmine","Vanilla, Dupa, White Musk",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/38618bc8-27b5-466a-8799-d517813da186.png,Female
900,HRMN-0900,Valencia,Azwary Perfume,250000,50,EDP,"Passionfruit, Pamelo, Watermelon","Parmaviolet, Jasmine, Tuberose","Sandalwood, Musk, Vetiver",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/f903b0b4-47f4-473b-9296-782f20de3de4.png,Unisex
901,HRMN-0901,Mademoiselle,Azwary Perfume,400000,50,EDP,"Red Pepper, Nutmeg, Plum, Apple","Freesia, Peony, Jasmine","Musk, Amber, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/aabab6a9-d853-443a-9549-89afddda9dc2.png,Unisex
902,HRMN-0902,Inspiration,Azwary Perfume,225000,50,EDP,"Lavender, Martini, Bergamot","Lilac, Green Tea, Orchid","Musk, Cedar",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/126ce15f-70c7-4713-8553-c39359a7fb12.png,Unisex
903,HRMN-0903,Happy Feel,Azwary Perfume,300000,50,EDP,"Freesia, Green Apple, Strawberry","Rose Tea, Magnolia, Redberry","White Musk, Cedar, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/d79e91e7-a383-416d-ac3d-3b57adff606e.png,Unisex
904,HRMN-0904,Choco Lover,Azwary Perfume,150000,50,EDP,"Chocolate, Vanilla, Cherry","Vanilla, Chocolate, Basil","Chocolate, Vanilla, Amber, Musk",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/092fe000-b3e2-4131-9c98-1a64686c0b65.png,Unisex
905,HRMN-0905,The Dreamer Women,Azwary Perfume,300000,50,EDP,"Peach, Redberry","Jasmine, Peony","Amber, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/4c91c143-a88f-49c0-81e0-6c7996e72b9b.png,Female
906,HRMN-0906,Sun Montana,Azwary Perfume,225000,50,EDP,"Bergamot, Mint, Mandarin Orange","Coriander, Lemon, Cardamom","Musk, Amber, Vanilla",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/4b8a69fd-8766-4e1a-a0a7-324d14159066.png,Unisex
907,HRMN-0907,The Dreamer Men,Azwary Perfume,300000,50,EDP,"Cardamom, Bergamot, Watermelon","Pepper, Cinnamon","Sandalwood, Tonka Bean, Amber",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/90b0fa12-952c-41ef-a2d2-acd77f056680.png,Male
908,HRMN-0908,Sinclair Man,Azwary Perfume,525000,50,EDP,"Patchouli, Musk, Virginia Cedar","Nutmeg, Lychee, Yuzu","Mint, Pine",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/228e3fd8-3571-45c9-b57c-85f5f56ceee9.png,Male
909,HRMN-0909,Romantic Coco Men,Azwary Perfume,175000,50,EDP,"Red Pepper, Pala, Prem, Apple","Red Pepper, Basil, Jasmine","Vanilla, Pepper, Dark Chocolate",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/f5e6eca1-7b98-43fb-9964-d0d1f36365b5.png,Male
910,HRMN-0910,Red Sapphire,Azwary Perfume,250000,50,EDP,"Red Pepper, Nutmeg, Plum, Apple","Freesia, Peony, Jasmine","Musk, Amber, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/989b08a6-dacd-4225-b53c-83dfa06caf15.png,Male
911,HRMN-0911,Marseille,Azwary Perfume,250000,50,EDP,"Orange, Mint Leaves, Litchi, Lotus",Raspberry,"Sandalwood, Amber, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/bf3fcf3a-9cb0-4f84-80a2-7710cd019817.png,Male
912,HRMN-0912,Dell Matinno,Azwary Perfume,575000,50,EDP,"Apple, Corriander, Cassia","Clove, Peach, Carnation","Sandalwood, Oakmoss, Vetiver",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/10/5331d62e-f08a-46c5-bd73-84e74babec9f.png,Male
913,HRMN-0913,Amour de Jasmine,Azwary Perfume,225000,50,EDP,"Magnolia, Lotus","Vanilla, Cinnamon, Musk","Jasmine, Tuberose",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/30/51d6765e-f2a4-4d88-a10e-d26d342a7114.png,Female
914,HRMN-0914,Hunny Women,Azwary Perfume,175000,50,EDP,"Musk, Lily, Ylang-Ylang","Musk, Rose, Lotus","Vetiver, Musk, Vanilla",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/30/0e756b87-ec6d-4adf-973a-5f201db9e588.png,Female
915,HRMN-0915,Sinclair Women,Azwary Perfume,525000,50,EDP,"Bergamot, Pomelo, Red Current","Orchid, Cactus","Vanilla, Amber, Red Cedar",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/30/bcb15aed-d93c-4380-b2f2-868311c96875.png,Female
916,HRMN-0916,D'queen,Azwary Perfume,400000,50,EDP,"Passion Fruit, Bergamot, Green Apple","Violet, Orchid, Jasmine","Amber, Musk, Cedar",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/29/8d146c46-07dc-41ba-8704-e5f6db264078.png,Female
917,HRMN-0917,Cairo,Buttonscarves,420000,40,EDP,"Pink Peppercorn, Marine, Magnolia","Rose, Jasmine","Patchouli, Vanilla, Musk",Night,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/34602268c6bd404b8a37a58c68cf4ae6~.jpeg,Unisex
918,HRMN-0918,Dubai,Buttonscarves,540000,85,EDP,"Lemon, Bergamot","Fig, Jasmine, Geranium","Sandalwood, Oud, Amber",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/880054029fe64e019b92930fedc5d14f~.jpeg,Male
919,HRMN-0919,Capri,Buttonscarves,540000,85,EDP,"Lemon, Apple Blossom","Freesia, Jasmine","Vanilla, Cedarwood, Patchouli Dust, Musk",Versatile,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/e70ad0c42bd14747baefb0a3b28af8b1~.jpeg,Unisex
920,HRMN-0920,New York,Buttonscarves,540000,85,EDP,"Bergamot, Pink Peppercorn, Lily Of The Valley, Neroli","Magnolia, Rose, Jasmine, Orange Flower","Caramel, Vanilla, Sandalwood, Musky",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/9a9bb4fde5664cddadc33dbfc140aa82~.jpeg,Female
921,HRMN-0921,Yuccavalley,Buttonscarves,540000,85,EDP,"Sugarcase, Rose","Sandalwood, Ylang","Vanilla, Bean, Benzoin",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a9be35327b5a4e58825b5c51e16f0b67~.jpeg,Female
922,HRMN-0922,Bilbao,Buttonscarves,540000,85,EDP,"Perm Ambrette, Calone","Jasmine, Ylang, Narcissus, Maltol","Patchouly, Vetyver, Soft Amber",Day,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/836137513f2745eb9486a4ea5a860a1a~.jpeg,Female
923,HRMN-0923,Colmar,Buttonscarves,420000,40,EDP,"Galbanum, Marine, Rhubarb","Jasmine Tuberose, Orange Flowers","Lactonic, Iris, Ambroxan, Musk",Night,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/d147b136226947dbb5bd850da12d56dc~.jpeg,Unisex
924,HRMN-0924,Venice,Buttonscarves,540000,85,EDP,"Mandarin Ylang, White Flowers","Plum, Sweet, Woody, Lactonic","Sandalwood, Vanilla, Musk",Day,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/4dce58c0627b4e9a910f9f1b3cfbdae4~.jpeg,Female
925,HRMN-0925,Bora Bora,Buttonscarves,540000,85,EDP,"Bergamot, Mandarin, Grapefruit, Blackcurrant","Orange Flower, Ambroxan","Musk, Benzoin",Day,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/ece4dccb10794c13b6dbade62518c44f~.jpeg,Unisex
926,HRMN-0926,Calabria,Buttonscarves,540000,85,EDP,"Bergamot, Pear, Orange, Green","Cedarwood, Freesia, Ozonic, Neroli","Vetyver, Musk, Amber",Day,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/078977a43f4645d0ab9e0079f065763e~.jpeg,Female
927,HRMN-0927,Alexandria,Buttonscarves,540000,85,EDP,"Rose, Fruity","Amber, Sweet","Vanilla, Musk",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/981cf3758b2147398b9c88d3d6e98da9~.jpeg,Unisex
928,HRMN-0928,Endgame,Dasfelix,159000,30,EDP,"Bergamot, Plum, Grapefruit","Honey, Cedar, Orange Blossom, Hazelnut, Cashmere Wood","Patchouli, Vetiver, Amberwood, Oakmoss",Night,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/ea91b17c9e334ff5a26f8e37ec06dd0b~.jpeg.webp?ect=4g,Male
929,HRMN-0929,Anomaly,Dasfelix,159000,30,EDP,"Bergamot, Orange, Green Tea, Apple, Lemon","Peach, White Floral, Coconut, Amber","Musk, Caramel, Woodsy, Vetiver",Versatile,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/c4bcb461a65c423b87f7528e97c81fc6~.jpeg.webp?ect=4g,Male
930,HRMN-0930,Checkmate,Dasfelix,159000,30,EDP,"Mint, Green Apple, Lemon","Tonka Bean, Ambroxan, Geranium","Vanilla, Cedar, Vetiver",Versatile,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b72e300b0167469db07af9c12ad0792a~.jpeg.webp?ect=4g,Male
931,HRMN-0931,Winter Hunter,Dasfelix,159000,30,EDP,"Lime, Passion Fruit, Ginger","Pepper, Gin, Mint, Spices","Leather, Amber, Woody",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/e0d6ce90ccab4ed5870eda69e728ecf4~.jpeg,Male
932,HRMN-0932,Summer Fighter,Dasfelix,159000,30,EDP,"Bergamot, Pepper","Lavender, Vetiver, Patchouli","Cedar, Labdanum",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b21de9ce7354457f81e2afd5c3be9dab~.jpeg.webp?ect=4g,Male
933,HRMN-0933,V.30,Hiraeth,975000,50,EDP,"Pink Pepper, Orange, Petitgrain","Jasmine, Cedar, Iris","Amber, Musk, Sandalwood, Vetiver, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/fcb6c545574845b2baf72e47ce6a3f67~.jpeg,Unisex
934,HRMN-0934,Shade of Burgundy,Hiraeth,999000,50,EDP,"Rum, Cinnamon","Honey Dates, Oak","Vanilla, Sandalwood",Night,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/f5b424c543324c32adaad0a6d4609eea~.jpeg.webp?ect=4g,Unisex
935,HRMN-0935,19,Normal Estate,889000,50,EDP,"Juniper Berries, Lemon, Mint","Myrrh, Tonka Bean, Roasted Chestnut",Blond Woods,Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/2/9/22e6942d-14c7-4469-8a19-01c8020f5949.jpg.webp?ect=4g,Unisex
936,HRMN-0936,7,Normal Estate,889000,50,EDP,"Davana, Mandarin","Iris, Dark Violet, Saffron, Blue Ginger","Cocoa Beans, Amber, Vetiver Haiti, Birch Wood, Suede Leather",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/2/9/17ae71e2-a828-438a-9f4f-d655844ec1c4.jpg.webp?ect=4g,Unisex
937,HRMN-0937,24,Normal Estate,889000,50,EDP,"Grapefruit, Bergamot, Lemon ","Lavender Abs, Cyclamen, Peony","Cedarwood Atlas, Vetiver Java, Patchouli, Incense, Oakmoss",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/2/9/a33e72a3-e7ae-49f0-a696-42315b1ebef5.jpg.webp?ect=4g,Unisex
938,HRMN-0938,Serious Moonlight,Oaken Lab,849000,50,EDP,"Pomelo, Darjeeling Black Tea","Coconut, Night Jasmine, Wood","Oud, Vanilla, Leather, Tar",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/33b4e12f-61a3-4e1f-8ad8-8d247be13e3e.png.webp?ect=4g,Unisex
939,HRMN-0939,PLEIN AIR,Oaken Lab,799000,50,EDP,"Citrus, Ozone","Peppermint, Anise, Fennel",White Musk,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/db586da7-a33d-4e45-8898-23d0d6fb581b.png.webp?ect=4g,Unisex
940,HRMN-0940,Sanctum,Oaken Lab,849000,50,EDP,"Dry Bergamot, Translucent Jasmine, Rose","Paper, Sandalwood","Benzoine, Virginia Cedarwood, Patchouli",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/f7442bce-8c34-4d1f-9609-705725cf6428.png.webp?ect=4g,Unisex
941,HRMN-0941,Earth of Mankind,Oaken Lab,899000,50,EDP,"Clove, Cassia, Tobacco","Vanilla, Patchouli, Vetiver",Agarwood,Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/cbc94e8e-972f-443e-b680-8210c0d59891.png.webp?ect=4g,Unisex
942,HRMN-0942,Batavia Barber,Oaken Lab,899000,50,EDP,"Neroli, Bergamot, Orange","Lavender, Jasmine","Moss, Musk, Patchouli, Leather",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/08a110f7-6a65-4a52-9cc5-5a6d1a3cd3dc.png.webp?ect=4g,Male
943,HRMN-0943,Far Afield,Oaken Lab,799000,50,EDP,"Aqua, Bergamot, Ozone",Black Pepper,Cedarwood,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/bdc5156b-84a8-4b0d-900a-5bbdd3065a3b.png.webp?ect=4g,Unisex
944,HRMN-0944,Monko,Oaken Lab,899000,50,EDP,Angelica Root,Incense,"Record Dust Accord, Warm Woody",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/10/1/ab4e44a3-0c50-4284-8ab6-3025216c5040.png.webp?ect=4g,Unisex
945,HRMN-0945,Before Moonrise,Oaken Lab,849000,50,EDP,"Pomelo, Darjeeling Black Tea","Coconut, White Woods","Oud, Vanilla",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/8369ee3f-139a-4404-abe0-cb7ea2ca44af.png.webp?ect=4g,Unisex
946,HRMN-0946,Conservatory,Oaken Lab,849000,50,EDP,"Basil, Orange Peel, Bergamot, Neroli","Rose, Cassia","Cedar, Sumatran Benzoin, Ambergris, Patchouli",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/19/05437987-fafc-4237-b569-68731e9714cf.png.webp?ect=4g,Unisex
947,HRMN-0947,Caught a glimpse of my office crush through the gap of our cubicles,Oaken Lab,799000,50,EDP,"Geranium, Rose, Black Pepper","Frankincense, Clary Sage, Cedar Atlas, Paper","Ink Accord, Benzoin Sumatra, Cashmeran",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/6/20/9e823b5f-05e9-4015-b5a7-ff28d1ddf471.jpg.webp?ect=4g,Unisex
948,HRMN-0948,Dewata Zhen,Hutan Aromantika,2590000,30,XDP,Balinese Ylang-Ylang,"North Sumatera Jasmine, Orchid, Rose, Lotus",Jinko Gold Oud,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/12/22/d78e3adb-5625-4c41-b770-d99ee55b491a.jpg.webp?ect=4g,Unisex
949,HRMN-0949,Borneo Khatulistiwa,Hutan Aromantika,2199000,30,XDP,"West Borneo Grapefruit, Calabrian Bergamot",Java Golden Vetiver,Rimba Taraka Oud,Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/12/22/af622044-d011-4a52-b241-57bb6456d28f.jpg.webp?ect=4g,Unisex
950,HRMN-0950,Banyu Swarga,Hutan Aromantika,2099000,30,XDP,-,Oud Almasih,"South Sulawesi Patchouli, Flores Vanilla Tincture",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/12/22/3b7359e8-7de4-4dd1-b63d-299c5b1f1f11.jpg.webp?ect=4g,Unisex
951,HRMN-0951,Lunaire Rhapsodie,Hausser,1400000,50,EDT,"Rum, Whiskey, Mango","Tobacco, Iris, Vanilla","Labdanum, Musk, Cedar",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/5/16/b6d3c77a-2ebd-47ce-9c18-e55f9a4bd835.jpg.webp?ect=4g,Unisex
